age,gender,income,privacy_risk,financial_risk,product_risk,perceived_risk,perceived_value,engagement,satisfaction,repeat_purchase,privacy_proxy,financial_proxy,product_proxy,price_sensitivity,discount_sensitivity,purchase_amount,basket_size,return_rate,channel_used,time_on_page,bounce_rate,ctr,time_to_first_action,switching_freq,online_offline_ratio,geo_engagement,nps,loyalty_program_usage,clv,brand_advocacy,purchase_intention
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,6,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,2,1,3,4,5,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
27,Male,High,4,4,4,4.0,4,2,6,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Mobile,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Male,High,4,4,4,4.0,4,6,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,3,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,Medium,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,2,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,2,1,3,3,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
42,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,3,5,1,3,5,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,2,1,5,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,Medium,4,4,4,4.0,4,5,5,1,3,4,5,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,26,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,2,4,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,2,1,3,2,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,4,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,Medium,4,4,4,4.0,4,5,5,1,3,2,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,2,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,183.96879510288375,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,2,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.654963743113598,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
27,Male,High,4,4,4,4.0,4,2,6,1,3,2,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4477030556135674,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Female,High,4,4,4,4.0,4,1,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,248.42303341963273,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,4,5,1,3,4,3,0.3160123365411387,0.4015873160572,59.80041492642913,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026537419592472078,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.43240030714120836,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,3,6,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.022185527189577097,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6185507563544169
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.44021110001884384,0.5080851596899675,26,2,720.6004907360964,1,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,2,4,5,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,234.739515012831,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.4419784249996419,0.5080851596899675,28,2,267.3486632395531,0,0.6710498541827016
39,Male,High,4,4,4,4.0,4,2,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.2803419502408412,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.35877132242509663,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.15388657649006612,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
24,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.4150686553089295,28,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.3499784540950597,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.5327708725893565,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.16948095247185374,Desktop,173.06916547378722,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.512665270893093,49,2,720.6004907360964,1,0.6751904685028415
42,Male,High,4,4,4,4.0,4,2,5,1,3,2,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.014485066592927337,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,5,2,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,173.06916547378722,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Female,Medium,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,4,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Male,High,4,4,4,4.0,4,3,5,1,3,5,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,59,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,3,2,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,-9,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,5,0.3160123365411387,0.37642277374018135,9.540138031007558,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,911.9611124325031,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,3,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.532162575645051,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,3,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.12855350694556494,Desktop,78.11737401143569,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
42,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.34072035798673894,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,5.351128461529575,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,Medium,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,6.76013372476902,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.5025045625342929
27,Female,High,4,4,4,4.0,5,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,9.926669742597795,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Female,Low,4,4,4,4.0,5,4,5,1,2,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.031472424393733156,5.745910631141622,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.320403056539592,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.4912232463433643
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,34.92598656985452,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.20776866406753047,0.5080851596899675,28,2,720.6004907360964,0,0.5412675723807597
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,5,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.2407076943325153,0.546770641130059,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
31,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,68.3354744149207,0.4675045494336819,0.026475175303588797,4.8157989343040075,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
39,Female,High,4,4,4,4.0,4,5,5,1,3,4,4,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,97,2,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,4.560269485591476,1,0.3749429587518795,0.5080851596899675,28,3,720.6004907360964,0,0.6710498541827016
50,Female,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,12.512348969813804,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,5312.845968848053,0,0.6710498541827016
50,Male,High,4,4,4,4.0,4,2,6,1,3,4,3,0.3160123365411387,0.608924387603601,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.220575139570693,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,0,0.6710498541827016
47,Male,High,4,4,4,4.0,4,5,5,1,3,4,3,0.3160123365411387,0.4015873160572,50.33792979753782,3,0.22799815076093752,Desktop,168.80225400426954,0.6133865908502163,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.3565146994854378,28,2,720.6004907360964,0,0.3143793438192491
27,Male,High,4,4,4,4.0,4,2,6,1,3,2,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.09154754293277051,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.7048972276460695
50,Male,High,4,4,4,4.0,4,5,2,1,3,4,3,0.3160123365411387,0.4015873160572,49.60899350229614,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,6,5,720.6004907360964,0,0.6710498541827016
27,Male,High,4,4,4,4.0,4,5,5,1,3,2,3,0.3160123365411387,0.4015873160572,44.499781809935214,3,0.22799815076093752,Desktop,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,48,5,720.6004907360964,1,0.6710498541827016
29,Female,High,3,3,4,3.3333333333333335,4,2,1,0,4,3,3,0.0,0.4765613033271862,22.83966218278989,2,0.41563148859945853,Mobile,182.91968102890382,0.3525014073332506,0.04145288112036828,6.556181274715784,1,0.495353392889963,0.5862723352103268,20,1,54.55358209423091,1,0.4398530911084434
50,Male,High,4,4,4,4.0,4,2,5,1,3,4,6,0.3160123365411387,0.4015873160572,49.60899350229614,2,0.22799815076093752,Desktop,173.06916547378722,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,6,720.6004907360964,1,0.6710498541827016
32,Female,High,4,3,5,4.0,4,4,4,1,3,3,5,0.22736328126180805,0.5400080256847775,36.591378935756744,5,0.219379699119207,In-Store,361.7700577446676,0.3843485321036656,0.04902700171907748,6.371985248157464,1,0.4322866467396958,0.4451324088274372,82,2,36.97856663089855,1,0.302441650964914
32,Female,Low,4,5,4,4.333333333333333,3,3,5,0,4,4,4,0.19978523779705865,0.5150095041114968,16.30198651301514,1,0.31482751949291476,In-Store,431.11652613671987,0.3302451622997783,0.019606258277303765,11.662797379356634,1,0.5477242213280483,0.4738216893139501,73,1,132.43469837213212,0,0.46659632912098126
50,Male,High,4,4,4,4.0,4,2,6,1,3,4,3,0.3160123365411387,0.4015873160572,242.67399430302285,3,0.22799815076093752,Mobile,168.80225400426954,0.4675045494336819,0.026475175303588797,7.837157558926394,1,0.3749429587518795,0.5080851596899675,28,2,720.6004907360964,1,0.6710498541827016
47,Female,High,6,3,4,4.333333333333333,3,3,4,0,5,3,4,0.5981630129977802,0.5156828028657464,16.382277578528,1,0.29425807345186533,Mobile,256.72820957325865,0.3283618022617475,0.029670201874628963,5.4525621122831085,1,0.2670284923241321,0.17554169805603487,13,3,2712.681707376411,1,0.3421886681052394
45,Female,Medium,4,5,5,4.666666666666667,4,5,6,1,4,5,4,0.44308107954926135,0.5541357076784258,55.16380096663687,1,0.6703916819848466,Mobile,152.658169533187,0.3526572265803185,0.019184794261408858,9.391697109207286,1,0.511935739117958,0.3668071111119484,97,3,174.33278192489385,0,0.806434457584903
39,Female,Medium,4,5,4,4.333333333333333,5,6,6,1,5,5,5,0.645702452451022,0.5043674642256355,22.90666976992262,3,0.723305090561361,Mobile,378.52982894709623,0.2529365252545973,0.026867044593335356,8.88284054961878,1,0.27157775690730657,0.589527415675109,19,2,368.5911294027913,1,0.4830146525557752
36,Male,Medium,5,3,5,4.333333333333333,5,4,5,1,5,3,5,0.32673545091429734,0.6131658546635811,74.770631695454,1,0.5577168148057317,Mobile,205.16948519756826,0.18925330443931804,0.015024052501232855,6.282183896552852,1,0.1158708601045978,0.1508734789025547,81,3,809.8493813103685,1,0.5333503958939522
36,Female,Low,4,3,5,4.0,5,5,4,1,5,3,5,0.40763254984948216,0.4406082149767517,69.99445298286373,2,0.19493841068052672,Mobile,243.10208842450277,0.08807447368483262,0.0015729770868744206,5.754844197653201,3,0.3007836044262017,0.5489868667659812,36,2,93.43707391544613,1,0.5690279008575185
38,Female,High,4,4,4,4.0,4,4,4,1,4,5,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,In-Store,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.4943521095352666,25,2,811.1691923332783,1,0.6708455355449442
38,Female,High,4,4,4,4.0,4,4,4,0,4,5,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,In-Store,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.4943521095352666,25,2,811.1691923332783,1,0.6708455355449442
38,Female,Medium,4,4,4,4.0,4,4,4,1,4,5,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,In-Store,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.4943521095352666,25,2,811.1691923332783,1,0.6708455355449442
30,Female,High,4,4,4,4.0,4,4,4,0,4,5,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,In-Store,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.4943521095352666,25,2,811.1691923332783,1,0.6708455355449442
38,Male,High,4,4,4,4.0,4,2,4,0,4,5,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,In-Store,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.4943521095352666,25,2,811.1691923332783,1,0.6708455355449442
38,Female,High,4,4,4,4.0,4,4,4,1,4,3,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,In-Store,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.4943521095352666,25,2,811.1691923332783,1,0.6708455355449442
31,Female,High,4,4,4,4.0,4,4,4,0,4,5,4,0.3327292481635349,0.3994097173164791,49.936816404698554,3,0.2170004750855024,Mobile,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3798195188123388,0.48893425299333354,25,2,811.1691923332783,1,0.6708455355449442
38,Female,High,4,4,4,4.0,4,4,4,1,4,5,6,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,Mobile,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3709412467816695,0.48893425299333354,25,2,811.1691923332783,1,0.6708455355449442
38,Male,Low,4,4,4,4.0,4,5,3,1,5,5,4,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,Mobile,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3709412467816695,0.48893425299333354,25,2,811.1691923332783,1,0.6708455355449442
38,Male,Low,4,4,4,4.0,4,5,3,1,5,5,6,0.33799848174705815,0.3994097173164791,49.936816404698554,3,0.2170004750855024,Mobile,172.97047837740445,0.47782579955326987,0.024806634326195495,7.818100764970697,1,0.3709412467816695,0.48893425299333354,25,2,811.1691923332783,1,0.6708455355449442
